what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362601268617
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362601270055
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362601271914
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.101.v201201031437,"org.eclipse.jst.ws.jaxws.dom.integration",1362601272452
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1362601272489
started,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1362601272514
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362601272531
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1362601272536
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1362601272536
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362601273404
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362601273768
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1362601273772
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1362601273772
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362601273773
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362601281829
error,log,,,"Failed to load properties file for project 'FireFighter.STMK'",1362601339792
error,log,,,"Failed to load properties file for project 'FireFighter.STMK'",1362601339807
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362601340952
error,log,,,"Parser exception for /FireFighter.STMK/AndroidManifest.xml: Verarbeitungsanweisungsziel, das ""[xX][mM][lL]"" entspricht, ist nicht zulässig.",1362601341230
error,log,,,"Malformed manifest",1362601341287
error,log,,,"activity_main.xml: Failed to find style 'textViewStyle' in current theme",1362601341289
error,log,,,"activity_main.xml: Failed to find style 'textViewStyle' in current theme",1362601341291
error,log,,,"activity_main.xml: Failed to find style 'textViewStyle' in current theme",1362601341293
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1362601341334
error,log,,,"Parser exception for /FireFighter.STMK/AndroidManifest.xml: Verarbeitungsanweisungsziel, das ""[xX][mM][lL]"" entspricht, ist nicht zulässig.",1362601342336
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362601346574
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1362601346773
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1362601369300
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362601373109
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362601375527
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362601375583
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1362601386360
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362601387743
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362601390576
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362601390621
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362601392942
error,log,,,"Parser exception for /FireFighter.STMK/AndroidManifest.xml: Verarbeitungsanweisungsziel, das ""[xX][mM][lL]"" entspricht, ist nicht zulässig.",1362601393773
error,log,,,"Parser exception for /FireFighter.STMK/AndroidManifest.xml: Verarbeitungsanweisungsziel, das ""[xX][mM][lL]"" entspricht, ist nicht zulässig.",1362601394872
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362601410956
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1362601412070
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362601416946
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362601420509
error,log,,,"activity_main.xml: Failed to find style 'textViewStyle' in current theme",1362601421598
error,log,,,"activity_main.xml: Failed to find style 'textViewStyle' in current theme",1362601421599
error,log,,,"activity_main.xml: Failed to find style 'textViewStyle' in current theme",1362601421601
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1362601421629
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362601428142
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362601430742
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362601431057
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362601443660
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362601445917
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362601447616
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362601450613
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362601452112
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362601458782
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362601458965
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1362601462607
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362601464255
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362601465949
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362601465983
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362601467773
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362601469641
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362601469832
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362601469880
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362601473584
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362601473768
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362601483271
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362601483403
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362601483432
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362601484895
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1362601487049
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1362601487594
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1362601492092
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362601496558
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362601497014
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362601497043
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362601500331
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362601500451
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362601502845
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1362601505488
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362601507231
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362601507397
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362601507425
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362601509164
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362601509283
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362601513637
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1362601518782
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1362601521822
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362601522653
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362601523607
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362601538207
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362601538340
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362601538379
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1362601542200
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1362601542349
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1362601542598
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1362601555947
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362601557144
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1362601560948
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362601561340
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362601562053
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362601567715
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362601571764
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362601576774
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.DebugLast",1362601579932
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362601585672
activated,perspective,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugPerspective",1362601604917
opened,editor,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1362601605248
activated,editor,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1362601605276
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362601613800
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362601614562
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362601615486
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362601619686
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362601619752
closed,editor,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1362601619752
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1362601621171
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1362601621838
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362601623324
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362601626027
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1362601629468
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362601631422
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362601631572
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362601631626
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1362601633714
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362601637838
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.DebugLast",1362601638170
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362601639146
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362601687382
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362601693141
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362601695299
activated,perspective,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugPerspective",1362601695335
