what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1349981968735
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1349981971278
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349981971847
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349981972052
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349981973635
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1349981978830
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349981980368
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1349981985574
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1349981989514
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349981991910
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349982003207
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349982005475
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349982013724
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.DebugLast",1349982014863
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1349982054598
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349982074970
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349982075692
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349982076877
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349982093319
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349982094579
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349982096611
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.DebugLast",1349982100907
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1349982416514
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1349982428914
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1349982434104
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1349982434954
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349982438855
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349982441325
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.DebugLast",1349982442495
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349982493068
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350048844597
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.DebugLast",1350048847111
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.DebugLast",1350048856127
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1350048869132
activated,perspective,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugPerspective",1350048870299
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1350048872080
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1350048872982
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350048904872
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350048961556
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350048961580
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.DebugLast",1350048963030
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350048980575
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.DebugLast",1350048981157
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350049022895
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350049150383
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350049153843
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350049154076
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350049156749
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.DebugLast",1350049165276
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350049189197
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350049613629
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350049616731
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350049740576
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350049741729
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350049764363
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350049766821
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350049771893
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350049772128
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350049781873
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools",1350049785977
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350049803021
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.showKeyAssist",1350049803034
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350049804771
activated,perspective,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.J2EEPerspective",1350049824548
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350049825883
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350049854240
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350049856727
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1350049858766
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1350049860795
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350049874928
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1350049875681
started,bundle,org.eclipse.wst.dtd.core,1.1.501.v201107252021,"org.eclipse.wst.dtd.core",1350049877046
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350049877154
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1350049882663
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1350049882861
started,bundle,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui",1350049882946
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350049883186
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1350049885125
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350049886234
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350049887793
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350049896284
opened,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1350049898706
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1350049898727
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1350049900300
closed,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1350049900300
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1350049904844
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350049905922
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350049906962
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350049907065
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350049908543
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1350049911341
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350049912204
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350049913154
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1350049914974
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350049924185
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1350049928211
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1350049929200
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350049930911
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350049933592
closed,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1350049933592
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350049934308
opened,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1350049934625
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1350049934695
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1350049941889
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350049954553
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.showInformation",1350049954564
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350049955576
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350049956233
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.showInformation",1350049956243
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1350049957590
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350049979827
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1350049985255
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1350049988308
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350049988791
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350049991868
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350049993103
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350049994986
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1350049996011
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350050005813
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1350050009923
